asin,review_count,avg_rating,negative_count,positive_count,combined_text,negative_ratio,cluster
B07T81554H,3,3.3333333333333335,1,2,"Love my new Sony Earbuds! They hooked up to my bluetooth so easy! Easy to charge! You can go into the App and change the touch sensors to your specifications. Sound quality is great and I love the noise canceling feature! The only downside for me is I must have a little ear canal because I can't find an ear cover that's small enough so they don't fall out!! i bought this hoping it would be a good noise cancellation set of earbuds, but it isn't. otherwise it works fine, just not worth the price. These earbuds are the best set that I have bought yet, but they still cut out from time to time when I'm moving around. The noise-cancelling is okay but not the best.",0.3333333333333333,3
B07TPLZY74,5,4.0,1,4,"I purchased this as a gift - but I hear that it works very well.  Sleep mask with headphones.  It is soft and comfortable, black in color - adjustable.  Having said this, I never hesitate to update my reviews should new info seem useful. These last 9 weeks before the cord could no longer be charged by plugging into the battery and the battery split apart. Absolutely do not recommend. When I was using then, the speakers hurt my ears as I laid on them. I reluctantly used about once a week.....so about 9-10 times, then the battery fell apart. I’m just pitching them. Complete and utter useless waste of money. Simple and quick pairing to Bluetooth and very comfortable.  Blocks out my noisy neighbors completely. First night I tried it was amazing. Get this and get some sleep. [[VIDEOID:e81bd4af878bf433adaa07efe7ab2fb7]] I was looking for a comfortable headphone mask that I can wear while sleeping or during traveling on trains or planes. In the day I like to take a break and enjoy my music without any outside talking or noise. At night I like to fall asleep with music without waking up my wife. This mask really helped me for what I needed it to do. This headphone mask is soft, comfortable, easy to set up without any issues. Also has a great battery life ! I particually like that it covers my ears completely and is designed to around my nose bridge. Overall, very satisfied with this product for the price I paid. Pros -<br />Mask is comfortable and blocks out light<br />No need to wear earbuds to listen to music<br />Mask is lightweight<br />Mask doesn’t have any odd odor<br /><br />Cons -<br />The quality of the speakers in the mask are SO incredibly poor<br /><br />Audiophiles steer clear of these",0.2,3
B07TXNSLMC,4,4.0,1,3,"I don’t recommend this speaker!<br />At first it seemed to work good, sound was nice and clear, but when I hooked it up to my phone on bluetooth,<br />It started playing random music I’ve never heard before. ( Btw, my iphone is about a year old).<br />Then when the battery died, the charger that it came with didn’t even come on!<br />So I even tried other cables to see if it would charge, and it Never did.<br />I’m really disappointed, especially because I liked this for the very short time it worked..I have had plenty<br />of speaker boxes and nothing like this has ever happpened before. Overall, this is an excellent device for the price. I'm no audiophile, but to me the sound is really very good.  It's perfect for the kitchen, where I have it. The one time I took it outside and cranked up the volume, it did great, but I would like to have had a bit more base. I love this cute bluetooth speaker! It puts out good sound and I use it in my living room so I can listen to my own music. Great sound and easy to use. There are lights that indicate its functions so read the directions that come with the speaker so you know how to use properly. Simple setup and battery life seems to be good. It syncs with your devices very easily too. This speaker is so cute in pink! It has several light functions and the sound quality is amazing for such a small device. First of all it is easy to pair, and the volume dial is like a iPod- you “dial” up or down on a circle controller. It has buttons to kip or repeat songs. The volume degree is immense- you can use your phone to turn it up and then the speaker itself for even more volume! I have yet to hear distortion of sound even at its loudest. It charges super quick and lasts forever! I would definitely buy one as a gift for someone.<br />If you found this review helpful at all please let Amazon know by clicking on the button below! Thanks!",0.25,0
B07VTK654B,9,2.7777777777777777,5,4,"What a piece of junk, has never worked, tried everything possible. Too late for a refund.<br />This is the only Amazon product I have bought that failed me. Simply wont connect to the car or my truck via Bluetooth This is a great idea for an older car with no Bluetooth. 2008 equinox for reference. It does have the required auxiliary cord input.  I love how small it is, and it has all the functions my regular Alexa echo dot has. The only thing I don't like is that you have to keep it plugged in, it is not rechargeable. Also the USB cord it comes with is pretty short.  Otherwise it's great For a friend who has an older model car, did not have Bluetooth in it. She had tried numerous other options. That did not work. She liked it so well I purchased another for a friend for Christmas who's minivan also does not have Bluetooth. The only problem is sometimes the volume is up too loud and her car and there is an echo. She has a blast with it, can ask it questions, get the news. and she was very excited to find out that she would be able to listen to her apple music.  Google maps is a breeze I bought this because I needed a way to make speakerphone calls in my vehicle, and the mic on my phone didn't pick up my voice that well. It does an amazing job as a speakerphone. While I've had it, I've started to use Alexa to do things like add things to my shopping and other lists, play music, navigate to addresses, and more. While not 100% perfect, it is really quite good at doing all of the tasks that I've asked it to do.<br /><br />I've been extremely happy with my Echo Auto purchase! This is a great way to update an older vehicle with an AUX port. I wanted this because my car bluetooth unit doesn't seem to like to call certain of my friends... it won't recognize their names over and over.  I had hoped this would be the fix since I use my home echos consistently.  I have tried multiple times to connect and use without luck.  I have tried at least 4 times and while I'm not a techie, I regularly install and use my tech devices.  It seems to connect and then later says it has lost the phone connection.  Maybe it is the phone.  So, when I get a new phone, I will update this review with, hopefully, a better one.  In the meantime, I'm taking it out of the car to sit uselessly on a shelf. This is by far the worst device ever made.<br />1. It has Bluetooth yet it can't connect to car stereo, it has to go thru phone's Bluetooth to Car connection.<br />2. Sound quality is very disappointing.<br />Even when using the cable and aux port quality is lacking.<br />3. Device can't be used to play music uninterrupted. Every time a phone rings, you are on a call or receive sms or email music playback gets interrupted.<br />You are better of getting echo input and connecting to phone's built in hot spot.<br />Do not buy this junk as it is pretty useless.<br />Maybe in the future when they fix software and all these glitches but not now. I love it when it works. However it disconnects frequently from the car Bluetooth. It is annoying when it stops functioning because it is describing an app and then it hears itself say “Alexa” and then stops doing what it is doing. It really needs to be able to change the wake work.<br /><br />I do not like that I can’t give authorization to make purchases and for some functions it will tell me to go to the app to do something. I don’t have access to the app while driving so that is annoying.<br /><br />When it works, it provides some nice entertainment-some games and apps that can keep me entertained while sitting in traffic. However, I think it has many improvements and if I had not gotten it as an early bird adopter, I would not have been happy with the current price for what it can do. I have Bluetooth audio in my vehicle. This Alexa Auto is not plug and play even after setup is complete. Each time I start the car, I have to change my input on my infotainment screen to Bluetooth Audio first. Then I have to have the Alexa app open on my phone! If I go to SiriusXM, Alexa won’t work again. What is the point of the device other than the additional microphones, when I can set the Alexa app on my phone to use the microphone on the phone. It’s too many steps each time to make it functional, but I think the worst thing is it won’t even play music that is locally on my phone! It only uses Amazon Music’s playlists.<br />This product unfortunately for me is a dud, and does not add any functionality to my vehicle that I don’t already have. I’m returning it. after having it for a few months, I would not recommend it. Unlike the Alexa in your home where you just speak, there are several conditions that just be in place for this to work. As a result, I never use it.<br /><br />However, as far as integration with my Toyota Prius goes ( and there is a very good chance this is Toyota), it is not as easy as the one you use at home. You must be on the right mode- for me it's the bluetooth mode. You won't hear it if you are tuned to am or fm.<br /><br />It is slower to respond. At home you say Alexa (baby pause) and then your request. In the car, it's Alexa (WAIT) . . . then speak your command. Half the time it dissolves into no response.<br /><br />As a result, I don't use it as much as I do the ones at home. And in case you think I'm a  rookie, I have 4 Echo products in my one bedroom condo. So I recommend it with reservation. I still want it, I don't want to return it, but it needs work, not sure who to blame.",0.5555555555555556,1
B07WMTLW2R,3,5.0,0,3,"This is a terrific monitor that is going to make my work day a lot easier. First of all at 27 inches it is huge. I included a picture to show you how much bigger the monitor is than a typical laptop screen. Also, the monitor does not have the glare that is created by my laptop screen. It's like the difference between a matte finish and a glossy finish on a paperback. The glossy finish starts to tire your eyes at the end of the day, and the matte finish keeps you fresh. I'm finding I don't have to take as many eye breaks with this new monitor.<br /><br />Installation is easy. The stand is solid and goes together without any tools. The TV also locks into the stand with no tools and has both a vertical and a tilt adjustment. There is a set of control keys along the side that allow you to make adjustments to the picture. I turned down the brightness to try to match the screen of my laptop. It came with a VGA cable, an audio cable, and a power cable. There is a HDMI plug in the back, but no HDMI cable was included with the purchase price.<br /><br />Note that you have to use the button on the side of the monitor to turn it on, not the switch located next to the power cable. This is a very nice monitor. This is a really nice monitor. Assembly was about as simple as it could be... you snap the arm into the back, then into the base. It took about a minute.<br /><br />I ran an hdmi cable from my 17"" laptop (see pictures) and turned it on. The image came right up, bright and clear... the only negative is that the speakers are a bit lacking. It probably deserves the loss of a half star due to that, but everything else about it is so good, I left it at 5 stars.<br /><br />Great monitor! I am a graphic designer and web developer on a budget and this Acer CB272 bmiprx 27"" Full HD Monitor is a great addition to my home office where I do the majority of my creative work.<br /><br />I have another large monitor connected to my MB Pro using an HDMI cable, but I have experienced issues with Photoshop unless my displays mirrored. This monitor has a VGA connection, and I believe that is the reason I can use this independently as a secondary display without my images blacking out. This monitor has 1 x Display Port, 1 x HDMI, 1 x VGA, 1 x Audio-in, 1 x Audio-out. VGA and audio cables are included,<br /><br />This frameless widescreen monitor has a small footprint and can pivot vertically. I think that's pretty nifty since I have never owned a monitor that could do that before. The screen height is adjustable to 4.7"", with a tilt angle of -5° to 20°, and 360° swivel for perfect viewing without fade I can adjust my screen when I adjust my position or change places.<br /><br />So far I have not experienced any light bleed along the edges and I will update this review if that happens over time.<br /><br />You don't have to spend hundreds or even thousands of dollars for a high-quality display. Been there, done that and won't do it again because technology becomes much better and cheaper over time. I splurged on a twelve hundred dollar display several years ago and this monitor offers excellent image quality at a much more affordable price.<br /><br />My professional recommendation is... buy this monitor and go have fun with all the money you've saved.<br /><br />** If you found this review to be helpful at all, please take a moment and click the button below to let Amazon know. Thank you so much 😊 **",0.0,2
B07WSKKYPR,3,4.666666666666667,0,3,"These are decent, mid-range headphones. They're better than the cheap discount store ones, but if you're accustom to high end ones, you'll probably not be satisfied. I personally am accustomed to the cheap ones, so I think these are pretty good! The ear cups are okay and offer minimal comfort. The sound quality is above average. The controls are functional. It was easy enough to pair with my phone. They aren't noise canceling. As I said, they're decent, so I like them. When I talk to my friends for hours on end the last thing I want to do is hold my iPhone in my hand up to my ear or even be on speaker phone. My husband does not like hearing the speaker phone when he's trying to concentrate on his iPhone. It takes too much effort to talk on a speaker phone for hours. So as soon as I answer the phone I switch over to these headphones and talk through the microphone in the headphones. Perfect!<br /><br />My friend who calls me once a week sounds like a radio DJ, in fact he used to be one but the headphones make him sound that way just naturally. It is really cute. He's always had a nice voice but this makes him come through like rich stereo sound. At first I thought I was talking to a stranger, but got used to his new voice sound.<br /><br />You just have to hold the button down for a few seconds and an AI voice tells you what the headphones are doing. So if you are finished with the headset you just press the middle button and it tells you the headset is off. So that saves on battery power and makes it easy to know when the power is on or off. I find that I can make these the best volume easily and have it now where I don't need to change it at all.<br /><br />My friend who calls me every week told me about these headphones and I bought them on his recommendation. I had these years before I got an iPhone because I prepare ahead of time!!!! Now that I have a new iPhone 14 I'm happy as can be with my headset. Since the microphone is built in this is perfect for phone calls but it also works like a regular headphone if you want to listen to audio on your phone. I haven't started listening to music on it yet but will report back when I do. The sound is just superior to any headphones besides my AKG K553s.<br /><br />~The Rebecca Review Love that the headphones rotate.",0.0,3
B07XJ8C8F5,9,4.222222222222222,1,8,"The sound quality is so much better than the other Echo dots even the Echo Show I have. The speakers are a lot nicer. I got it when it was a special that the colored light bulb came with it. My daughter loves the light bulb. She loves how it changes colors and the whole room changes that color. It is nice how Alexa will turn the light one when asked. Fantastic little speaker with quality sound and Alexa voice controls Sounds good for a small speaker, I have 2 of them connected to a sub woofer for my fire tv stick. this is honestly my first time knowing about echo products and this speaker exceeds all of my needs. the music sounds great. jazz sounds great, gospel music sounds great, R&B sounds fantastic… you won’t be disappointed. So I have several large speaker Alexa devices, but due to scalpers, those aren't available currently. So I bought this instead. The sound quality is crackly and awful. It's not very loud either. The sound is very tinny and just sounds bad. Anyway, it was only $20 so I'm not too mad about it. The Echo dot was a great value. Overall a great way to ask Alexa anything, no connectivity issues, volume adjustments are easy to spot and the shape of it is fun looking.  There is a light ring on the bottom for different indications, which I've only remembered green is ""you have notifications"".  Still learning but the set up was quick and easy.  My only gripe would be the sound quality when playing music.  I know this isn't a Bose speaker but I expected a little better than it is.  All in all I would get another one, if only for the convenience of being hands free. So far so good. I purchased the echo dot and singled light bulb combo that was discounted on prime day and both were easy to set up. Just screw the light bulb into the lamp and ask Alexa to find devices and she will recognize the new bulb. The color range on the bulb is nice and includes daylight, soft white and orange settings- orange ends up being more of an amber sepia light. Some people complained about the white cord on the charcoal echo dot but I love it because it hides the cord up against a white wall. I like that this dot also has an easy access mute microphone feature. Perfect for the corner of my bedroom. This is my third echo dot 4th gen. We also have a 3rd gen we use for weather and notifications. The 4th gens (especially those with a clock) are perfect for the bedroom. Music sounds pretty good and voice recognition is great. This particular dot we use in the master bath and it's a massive improvement over the old Sony speaker we used to use. I'm a pleased customer. Not impressed with the new generation. This one keeps going mute to the point that I have to unplug it to get it to reboot before it will play anything through the speaker. Now today it evidently can't connect to wifi. I just have a circling blue light, and it doesn't acknowledge being talked to. Liked the previous generation much more.<br /><br />After tech support helped, it worked normally for about two days. This dot isn't worth the money. Maybe they should do a little testing before they release a new product.",0.1111111111111111,4
B07ZMV33SZ,3,4.333333333333333,0,3,"I am pleased that this has a much longer range than a similar item I paid a lot more for. I still haven't mounted it permanently because I want to be sure it's in a good place for the sun. I like that the receiver plugs into the wall and can be placed out of view.  Seems to hold a charge well too. I have been working out of detached workshop behind my house & set this in front of my house to capture the circular drive. It's not excessively far but it's out of range for a bluetooth device reach. It rings if anything goes through the circle (where the Camaro is) or down the drive past the house. I have tested it by walking at the very edge of the drive & it hasn't failed to alert. I may adjust the settings down before I move the receiver inside because it picks up a lot of cat activity. I didn't realize how many neighborhood cats stroll through my drive early in the morning.<br />I wanted to check this out before I committed to a mounting place so I set it under that oak tree. I thought it might be too shady to maintain the solar power requirements but it's been there a week with no issues. It's so discrete I'll probably just keep it on the rocks & move it closer to the tree. The mounting hardware is pretty nice, though, with a ball-jointed mount that sets up easy since it comes apart & has a lot of adjustment.<br />The receiver has three or 4 chimes & none of them are subtle. It also has another 30 or so songs. Some are holiday themed which could be fun if you were expecting guests for a party. It has some public domain tunes from the Baroque & Renaissance period as well as some contemporary tunes like ""Music Box Dancer"". I currently have it on what sounds like a mariachi band playing ""March of the Toreadors"" from Carmen which is kind of hilarious but I can't imagine what maniac would want to be alerted by that in their house ever. Most of the rest of the songs are like that. This is my second set of these sensors. I have three sensors and two receivers. They work great. Very few false alarms. However, it’s tricky to set up. You need to go to their YouTube channel and watch the video if you’re planning to do some thing like my set up where you’re adding sensors to various receivers. Once they go through the process it’s easy to see how it’s done, but it’s not intuitive.",0.0,1
B07ZPC9QD4,3,3.3333333333333335,1,2,"This earbuds is definitely overpriced. The sound quality isn’t any better than other no name brands. and the battery life isn’t that good either. This product is almost perfect and probably could be if they fixed two issues. The first, and main, issue I faced was the microphone quality. I was extremely disappointed in the quality. People have repeatedly commented that I am very scratchy on calls and I’ve recorded myself multiple times on Voice Memos using these and the quality was subpar. They actually had worse quality than my iPhone’s built-in microphone and even the Lightning Connector Earpods that came with my phone. I’ve tried troubleshooting this multiple ways including, forgetting the device completely and pairing it again (exactly according to instructions in box) and turning my phone completely off and on again to no avail.<br />I also found that the volume level was somewhat lower than I expected. It isn’t extremely quiet, but to me it just seems a bit low.<br />Now, I don’t know if I am just unlucky and I’ve received a dud or if my expectations for this product are unreasonable, but I’d just like to see these problems resolved if not for my sake, then for the sake of others.<br />Other than those issues, I love the noise cancellation and the battery life is phenomenal. I'm a specs guys. Found it really difficult to spend any money on something like this but the sound upgrade in quality is worth it. While the battery life is not as long as the previous versions, I never found myself out of battery from listening to headphones 24/7 except when in the office. In that case I had only had them in for noise cancelling. Funny story a sales manager told me to turn them down once so she could continue ranting and raving while talking over everyone around her. Now that I have these noise cancelling head phones and get to work from home everyday until at least 2022 (fingers crossed) this won't ever be a problem anymore. They are great for blocking out sound from bathroom toilets flushing when hard at work tho in an office setting I don't feel I should be subjected to sitting directly near the toilets anyway. What can I say, whether blocking out rude sales managers or toilet flushing these are the best. Great for gaming too, I find myself x10 better when focused and not even noticing loud stomping, yelling, or other peoples phone conversations when I have these in.",0.3333333333333333,3
B07ZWJR9GD,3,4.333333333333333,0,3,"I received these & haven’t went back to my wired headphones. The sound quality & the battery life were better than I expected. Nice design but not high quality. Paid $10.99, but now it's over $18. Worth the $10 bucks I paid and great as a backup pair to my other high-quality earbuds. It's an ok pair for the money, but don't compare to upscale brands or quality. You get what you pay for. Great for kids gaming or travel. Makes a cheap stocking stuffer as well. These wireless earbuds are amazing !! Very good sound quality and long lasting battery !! Definitely recommend them to anyone .",0.0,3
B083ZP6988,3,4.666666666666667,0,3,"We live on 12 acres, and although we’re not planning a mini-Woodstock, we will be streaming movies outside this summer for our guests.  We have a whing-ding coming up when 30 family and friends will be visiting to help us plant our first crop - they’ll be tented around the property and we’ll gather for music and movies.  What appealed to me was being able to hook up to any device - and also the claim of “mind-bending” bass!  Music makes the work go faster, so we’ll want our fields to rock!  Hoping this  wireless speaker will give us the background noise we need!  Will amend this review with the results! Our family is a bunch of speaker and ear phone fanatics.  Everyone has different likes and I tend to like a well balanced music.  Muffled really bugs me.<br /><br /> I wanted to have a nice balanced speaker that no one will take so I decided to get this one for ME.  It has a nice solid housing and I figured it was worth getting since my favorite speaker seems to get misplaced a lot.  Let's take a look.<br /><br />WHAT IS THIS LIKE?<br />This is a very solid speaker.  It is heavy duty and it has metal housing.  The sides are not as fragile as others I have used which sound this good.  It comes in a beautiful gift box which has cushioning and the typical Santana design to it.  The speaker itself is pretty heavy so it is not something you toss in your backpack and run off with.  It needs a bit more care than that.<br /><br />CHARGING<br />This has a USB charger that will take about 4 hours to charge it up with.  There is also a connection where you can get a FAST charger from the company, but you have to contact them for it.  The charging cable comes with it just need a USB outlet.  The directions warn to only use the original cable that comes with this to charge or there might be damage to the speaker. The voltage must be 5V with current rated at 115A.<br /><br />CAN THIS RUN WHILE CHARGING?<br />I do not see in the instructions warnings against this, and it does work while plugged in.<br /><br />PLAY TIME<br />This speaker runs out of juice pretty quickly.  If you want it to last the entire time of 10 hours, I highly suggest you not put the volume up past 30%.  Any higher and the battery time runs down pretty quickly.  At 60% you are at the edge of running this down pretty quickly- as in 4 or 5 hours play time only.<br /><br />PAIRING<br />I have had no issues pairing this with tablets or phones using Android.  Just like when you turn the power on, it says PAIRING in a very loud voice so you will know when it is in pairing mode.<br /><br />VOLUME<br />The volume button on this is tricky.  If you are not thinking and just quickly press the volume once, instead of it getting slightly louder, you will skip a track.  You have to press the volume down and not let up if you want the sound to go up or down depending on the button you press meaning +/-.<br /><br />CARD SLOT<br />This speaker can also work off of a TF card (also known as a microSD card).  You just have to change from bluetooth mode to card mode using the MODE button.<br /><br />IS THERE AUX CAPABILITY?<br />I have an old MP3 player that has higher quality recordings than anything new I have. That only uses AUX and it works great with this.<br /><br />PAUSE / PLAY<br />You can pause or play music with this using the MFB button<br /><br />HOW DOES THIS PERFORM?<br />Let me tell you, this thing ROCKS.  I mean it.  This speaker is fabulous.  Not only does it work great out of the box (after being fully charged) but it sounds better and better as you break it in.  It fills the house with music that is great quality and does not have interference or any lag issues either.<br /><br />WHAT ABOUT BASS, MIDS AND HIGHS?<br />I have to say that this speaker is one of the few that I have used which does a beautiful job of intense bass, balanced clear highs but the mids are not muffled at all.  It is impressive and what I thought a speaker always should be.<br /><br />CAN YOU USE TWO TOGETHER?<br />This allows you to add one other speaker to the system so you can have them in two places.  I do not have another Europa speaker at the moment I can test that with.<br /><br />THE BOTTOM LINE<br />Although this blows any other wireless speaker I have had out of the water, it does blow through power rather quickly unless the volume is pretty low.  It is not only amazing out of the box (After charging) but it gets better with more use.  This baby ROCKS.<br /><br />MY RATING<br />Finding a speaker which does not overwhelm you with out of whack bass, piercing highs, or muffled middles is not always easy.  This speaker seems to divide it all out very well.  It is one of the nicest speakers I have used (wireless) to date.  FIVE STARS!<br /><br />Not only do I love this, but would definitely consider a second one along with the fast charger in the future to round out the whole system.<br /><br />ANOTHER THING<br />This product has a notification on it that some of the proceeds from this product will go to help underprivileged children through the MILAGRO foundation (miracle) that Carlos Santana and his family started in 1998. I ordered the 'Europa by Carlos Santana 40W Portable Bluetooth Surround True Wireless Stereo with 6 to 8 Hours of Continuous Playtime, Dual Active Subwoofer for Parties, Indoor & Outdoor - Black' for review and would like to share my thoughts.<br /><br />I have a few other portable Bluetooth speakers and this one is probably my most favorite. First off it really does sound great for what it is. The range is really good with the highs, mids and lows. The Lows or Bass is probably the best of all of the portable speakers that I own but I think that is mainly because this one is a bit larger than most of the others. It actually puts out some great sound. The pairing process was super simple and once done, it pairs up quickly to my android device every time. The design is nice and I like that although it's a bit larger (wider) than most of the other that I own, it's slimmer and fits easily under say my computer monitor or TV. The battery seems to last quite a while however I have never let is completely run out as I charge it pretty much after each use which might be for only 1-2 hours. With that said I can't say for how long the speaker would go before you get a dead battery. For my use it has been fine. I think that my biggest gripe is that it uses the Micro USB to charge it. In my opinion it should be using the USB C charging instead. Other than that, I love this speaker and think it is a pretty good value for a portable Bluetooth speaker.",0.0,0
B0856M2T37,4,3.25,2,2,"I paired this sound bar with our Sony XBR-65X850E 65” TV and it could not have been easier.<br /><br />While my TV would allow me to connect to the sound bar via Bluetooth I opted to connect via the HDMI ARC connection to avoid any sound lag.  In addition to these 2 connection options you can connect via optical cable.<br /><br />I followed the instructions - plugged the HDMI cable (included) into the ARC HDMI port, plugged the sound bar and subwoofer into the surge protector and turned everything on. The TV automatically recognized the soundbar and changed my output.<br /><br />The sound bar automatically connected to the subwoofer without me doing anything at all. I decided to move the subwoofer to another area of the room - I unplugged it, moved it, plugged it back in and it again reconnected without any problem.<br /><br />I was able to pair the system with my iPhone without any issue and the sound is stunning.  From the rich bass of the subwoofer, the vibrant midtones, to the crisp highs - every note is clear and distinct.<br /><br />While I have a true 5.1 surround system most of the TV broadcasts are not going to utilize that type of system and the sound is actually richer through this sound bar with a subwoofer.<br /><br />This soundbar can be easily wall mounted using the included template. Since I have my TV on an entertainment center base I’ve used the “AmazonBasics Universal Sound Bar TV Bracket - Adjustable Arm for Mounting Above or Under TV, Black” to mount the sound bar below the TV where it hangs perfectly level.  Since this is a universal bracket it requires a bit of figuring out the best configuration but it comes with everything you’ll need and it works great.<br /><br />The entire system is intuitive and user friendly. While many sound systems require hours to hook up and figure out how to use correctly this one is so straightforward. The remote doesn’t have a bunch of excess buttons that you’ll never need or use.<br /><br />The new sound technologies Sony employs with this sound system are incredible.  The “Immersive AE” function changes the directionality on the sound and is remarkable.<br /><br />In my instance my TV remote was able to control it immediately with no issues.<br /><br />I have always been impressed with the quality of Sony’s audio and video products - they are constantly innovating and improving on their products and in my experience they hold up far better than other brands.<br /><br />I highly recommend this soundbar for anyone looking for an easy way to improve the quality of the sound from your TV - and you’ll be pleasantly surprised by the rich sound it will deliver regardless of what you play through it.<br /><br />Thanks for reading my review.  I enjoy writing them as I value reading other’s reviews when I’m making a buying decision.  I regularly update my reviews to reflect any changes I may discover and to include helpful tips you may need if you purchase the product.  I will always make every effort to answer any questions I can as it is my pleasure to help. Voices lack clarity and its hard to make out what is being spoken at many instances. I connected AppleTV to eARC input of speaker and hdmi out to the TV. Still no improvement in voice quality even with Voice enhancement option turned ON. Although I didn't purchase this one from Amazon ,I had it for a few days and had to return it. I wasn't at all impressed and it left much better be desired. It is difficult to hear the sound of people talking while watching regular shows a movies as there's a muffled sound to me. The whole system, esp the subwoofer, also seemed underpowered in my opinion. This Sony Soundbar with subwoofer sounds great! EASY to set up and use. My tv does not have the correct bluetooth for this soundbar but setting up with the supplied HDMI cable was a breeze. The controls have a small learning curve but easy enough to get up and running quickly. The package contains the soundbar, subwoofer, two power supply cables, the remote with batteries, an HDMI cable and all the instructions and warranty cards. The remote is easy to operate and the controls on the soundbar and subwoofer are also a snap to use. You can set the center speaker on a higher volume so the dialog is much easier to hear for us hard of hearing folks (thanks Sony). Connecting the subwoofer to the soundbar via bluetooth was super easy. The Immersive Av function really fills the room with great sound and there are several settings via the remote for cinema, standard etc.. The only nit I have to pick is I think the subwoofer could be a bit more robust but I just received the unit and have not learned all of the adjustments yet so I will try to update when I have mastered it to see if I can increase it's output. I would highly recommend this unit.",0.5,2
B085XSRGPV,3,3.0,1,2,"Let's get one thing straight right away: THESE ARE NOT SUNGLASSES.  They are blue-light blocking at best, or just mildly tinted most likely. I took them out of the box and thought ""Oh cool! These are the kinds of glasses that get dark outside and transparent when you are inside!"", but nope- I wore them for a full hour outside and they didn't get any darker or exhibit any sun blocking properties AT ALL. So that's false advertising right there. They aren't for use in the sun. They don't darken anything.<br />As far as audio quality... they are a cool concept, but again, falls short of expectations. The open ear design means the speakers have to work harder to be audible. That means they often make those tin-sounding rattles that tiny speakers make when cranked up too high. This is definitely NOT cool for music as most of the fidelity is lost right off the bat, and adding insult to injury is that they often don't get loud enough to use outside. I'm not saying using it in a crowded subway terminal (that you can just forget about completely), I'm talking about even just going for a stroll around my suburban block with some birds chirping and the wind blowing lightly, maybe a car driving in the distance. I tried listening to a recorded lecture (since music was a lost cause), and they couldn't get loud enough to hear clearly. The microphone for calls was OK in my test, so I guess they are cool as a way to take a phone call without wearing a headset, but that only works if you're wearing these anyway as sunglasses. They aren't sunglasses, so you wouldn't be wearing them anyway, and you wouldn't be wearing them for music, and you wouldn't be wearing them to make a phone call either because they rarely get loud enough unless you are home alone... in which case you can put your phone on speaker and avoid this whole mess.<br />In conclusion- its a good idea but executed poorly and does NOT live up to expectations. I'm surprised there are so many good reviews on this product. I can't think of a time I would use it. I spend a lot of time at the computer for work so I wear blue light glasses often. These for that were comfortable to wear. I get tired of wearing ear buds so having this as another option to listen to music while I work is really nice. The sound quality is pretty good, in fact better than I excepted it to be and better than many headphones I have. They are a bit bulky to wear but not too bad. Overall I feel like these are worth the money and if you spend a lot of time at the computer like myself they are a good investment. The glasses are fine for uv protection. They are not sun glasses. They pair fine with my iPad and I listen to podcasts, so the sound doesn't have to be pristine for that purpose. But when I listen to music, I want better audio. I like that these are water resistant but I wouldn't press the issue on that point. They need to make these true sunglasses with blue light protection. And improve the audio.",0.3333333333333333,3
