asin,rating,text,sentiment_label,predicted_label
B07PGLJ4P3,5.0,"I got the ""acceptable"" unit for total $17 (sorry), one foot pad is missing,  I'll innovate.  Firstly,  I had wanted the chrome front but couldn't afford it and didn't want to wait a week; when I saw this used for the price I just pushed the button.<br /><br />From the pictures you would think the front is all matte black, it is not. It's actually a very dark brown and the controls are a dark bronze,  in shiny metal; closer to chrome aesthetic and looks far better with more tones than the photos would suggest. I'm actually happy I bought the darker color now seeing it.  I tried to capture this on my pic, but it's too dark and still doesn't capture the wonderful appearance.<br /><br />Plugging it in and turning it on was instantly satisfying, easy to use controls,  no stiffness,  good quality,  lights work, radio is a deep amber or orange.  Nice wood, looks and operates easily and great.<br /><br />Tuning to a somewhat hard to get classical station locally was surprisingly easy and the signal came in loud and clear,  unlike the other radios I've tried from Amazon.  It felt like an old stereo where you didn't have to give it thought and was instinctive in the first 30 seconds without the difficulty and poor reception and static and crackling of tuning and volume controls or pops of turning it on nearly all cheap modern radios have now.<br /><br />Bluetooth connected and performed seamlessly, perhaps a little softer than the radio but not horribly so.  And the sound... On both radio and bluetooth the sound quality is superb; *just* enough bass without being muddy and the treble is good and clear. Bass in the voices and high pitches in the music,  and very loud without screech or static at still low volume on the knob, with room-filling sound on FM and bluetooth.<br /><br />This is the most pleasing product I've purchased from Amazon in a long time,  especially in the radio category.<br /><br />Update:  After trying several others,  I bought a second one! Like New $21. The only thing I notice is neither sits perfectly evenly,  there's a slight wobble,  even with all four feet pads.  No biggie. Love the radio,  excellent big sound,  bass, but not muddy. Best radio on Amazon,  and a true ""table radio"".",positive,positive
B08DXSG5QR,5.0,"When the lockdown started last year, I decided to look for an external webcam for my laptop.  I talked with a couple of friends who recomended the Logitech 920, so Iooked on Amazon and was shocked at the cost.  It normally went for about $60, but when I looked it was $200.  I wasn't going to pay that high a price, so I tried a couple of low cost alternatives, both of which I had to return.<br />Then I found out about the Emeet webcam from a friend of mine.  He said it worked great and so at $27, I decided to give it a try.  I'm glad I did because it's a great little webcam.  The camera iteslf is high quality and auto focus.  It has a wider field of view than my laptop camera and also has a decent microphone.  I'm very happy with the purchase and now use it most of the time on Zoom calls.  If you are looking for an alternative to the 920, this is definitely it.  The only issue is that I wish it had a privacy screen, but the 920 doesn't have one either so it's a fair comparison.<br />If you are looking for a good webcam grab this one, it's a great deal.",positive,positive
B0957NZNC2,3.0,"I selected this bluetooth adapter for my daughter's computer so that she could use her wireless headphones with it. Overall, it does mostly do what it claims, but there are some issues. It found her headphones right away, but uses 5.0 tech, not 5.1. The sound works great if she remains in her room, but will encounter static at distances much less than 65'. The price is too high for what the adapter can do, and the static is very annoying.",positive,negative
B001NJ27QM,5.0,"Using this to cool down my DAC, which runs pretty hot (only passively cooled).  The difference felt is amazing, now the top cover actually feels cool instead of burning hot.<br /><br />I'm using the dual 80mm version as well to cool down my Pioneer Elite receiver.",positive,positive
B07M729D3X,5.0,i love this little speaker its nice and loud !!!,positive,positive
B08PW6JTML,2.0,"Upon opening these headphones I was immediately disappointed with the weight of them. They're completely plastic constructed and feel very light and flimsy. The mic makes a clicky noise when you move it. I got this to make phone calls since I work from home but found that the person on the line would occasionally have difficulties hearing me, which doesn't normally happen with my normal headphones. For the price I think I'd try something else.",negative,negative
B00SLUI5SA,5.0,"I'm a musician with a home studio.  With several sets of headphones all getting old, I decided to invest in some new ones. I've had good luck with Sennheiser in the past so I wanted to check out what they were currently offering. After reading lots of reviews, I decided to give these rs175 rf's a try. I was a little leery of them being wireless but trusting in the Sennheiser name, bought them anyway. I wanted them for general recording and playback.<br /><br />Pros: Excellent sound... flat, uncolored. Clear detailed, etc. All the qualities I've come to expect from Sennheiser.  Wireless setup was virtually nothing... plug in the base where you'd plug in the headphones and you're done. Turn on the headphones and start listening. The stand serves as the charging station and placing the headphones on it is straightforward and secure... not clumsy at all. I have a fairly large head with proportional sized ears... (size xxl hat). The ear pads fit completely over my ears and completely seal very nicely around them.  You won't be bothered by outside sounds, nor will your spouse be bothered by what you're listening to.  A quick check of the range shows I can go anywhere in my average size home without losing the signal. (I didn't try going outside).<br /><br />Cons: The only negative is that there is a bit of latency. If you use them for listening to music or even tv, you won't notice it... but if you turn on speakers at the same time and listen to both, you'll notice a very slight lag in the headphones.<br /><br />Bottom line: these are excellent headphones, quality of build and quality of sound are both first rate. But if that latency is an issue, you probably shouldn't be looking at wireless anyway (I suspect this occurs on any wireless system).",positive,positive
B00W143DV6,5.0,"The wallet may be marketed as a phone holder, but it is a wallet first and foremost. It is attractive and the zipper functions well, with very shiny gold colored hardware and a nice wrist strap. Aside from some stitching that I am concerned might become loose because the stitch gauge is too long, it is very well made and very utilitarian. It holds quite a bit, including a phone, making it a good accessory to carry when I don't want to take a purse or backpack with me. Since it is closed by a single surrounding zipper, I don't hear the phone if it rings unless the volume is turned to the highest and the zipper is left with an open gap. All in all, I have grown to like this wallet more and more each day.  The leather is holding up beautifully and I can't tell you how often I am asked about where to get one.  It is a really good value, too.  Sample  was provided for review.",positive,positive
B0B2WCWXLQ,5.0,Nice headphones.  I really like bone conducting headphones.<br /><br />I like the design because these don’t fit in your ear but just sit outside of it.  This lets you head the music from your headphones but also hear the world around you.<br /><br />This feels like a safer thing for walking my dogs at night and making sure I still hear whats going on.,positive,positive
B005ONMDYE,5.0,"What a nice keyboard.  Paired up to my iPhone instantly.  Compares nicely to the Apple Keyboard, which is MUCH costlier-- the extra money yields a similar key feel but a nicer, metal construction.  The back side of this case is squared-off versus the Apple Keyboard's rounded backside, but it still fits my case.<br /><br />This keyboard has a nice throw and good key-feel.  Key layout is close to Apple's, meaning excellent.  Its Bluetooth functionality is perfect.  It's light weight and feels well constructed.<br /><br />UPDATE: It stopped working after a few days.  Will return.  A pity.",positive,positive
B0043PGX8G,1.0,"I have ordered 2 of these transmitters in the past 2.5 years. Both transmitter had the same problem after a few months of use. The wire they use is incredibly weak and fragile. Now I have to pull the wire in odd directions to SOMETIMES hear a little music out of my speakers. If they could just replace the wire with something more secure, it would be a great buy.",negative,negative
B07TQM82NP,5.0,These headphones were fine. They were lightweight. They were comfortable for my daughter. I really like that they have an adjustable headband. The quality was fine. They worked okay. They were cute. I would recommend them.,positive,positive
B0BHY4H5PW,3.0,This came well packaged and on time.<br /><br />Pros: Sounds great at low to mid volumes. Easy to setup.<br /><br />Cons: The remote is line of sight and has a small window. Volume at movie levels are distorted and not that great. Bangs and Bass sounds are not registered well. Cables are a little short to have a decent setup.<br /><br />Overall Just go with a name brand sound bar subwoofer combo. This is mediocre to ok at best. Save you money for a better quality sound system.,positive,negative
B01MUG21R7,5.0,"I got this at the end of the year at a deep discount after my previous tv took a dump. Coming from a roku evironment of 5 years (no cable or satillite in my house), I thought Android TV would be a step down in content. I was pleasantly suprized to find it was not. While it's not quite as smooth and intuitive as the roku interface, I've found that I'm not lacking anything to watch. It has chromecast and bluetooth  built in to boot.<br /> As far as picture quality is concerned, it's the best I've ever owned. Thats not saying much as its also the most expensive one I've had too. If my opinion is not enough, please research reviews on the web. You'll probably find that most agree with me. Games look and play great too. Sound is average. Sill highly impressed.",positive,positive
B076H3SRXG,5.0,Always works great! Super easy to use. Love spying on my dog while I'm not home. I can even tell him to stop barking using the speaker!,positive,positive
B01CVSS67M,5.0,This is an awesome gaming headphone case I got this for Turtle Beach headphones with a microphone attached you just take that off and stick it in there on top of the headphones it fits perfect would highly recommend headphones are Turtle Beach stealth five twenties,positive,positive
B0778PCW73,5.0,These headphones charged well and I really thought the sound is great. The charged stayed for several hours and they were comfortable to wear. I like the night green color too!  The Bluetooth connected easily to my phone.,positive,positive
B09X3JFQ7H,5.0,"At this price point, it’s a winner on these features:<br />1. Can synch with multiple devices, android and IOS.  It will stay synced with regularly used device and you will need to tap the less used devices.  It’s a huge feature as some expensive brands only let you sync to one device.<br />2.  The fit is great and works in the shower too!<br />3.  The sound is pretty great with workout app/audio books/music.  It does have a 3 point bass point, but the instructions were a little confusing - all pictures, no written!  More me as hub got it immediately.<br />4. The charge is fantastic and it is as good as jabra, Bose and iPods.<br />5. The touch is easy and maybe a little too sensitive as shower water can turn the audio ona and off!<br />6. Design is lovely too<br /><br />Otherwise, for what I use it for..love it.",positive,positive
B0BJ2MQMW7,5.0,[[VIDEOID:1e58f476918a25e78347e8ddc71ce61d]] This is a great alternative to always carrying or using my cell phone.  I can stream my music WiFi or use the total 80 GB space.  I can read a book or enjoy the smaller size devise for running and working out at the gym.  I found the WiFi and Bluetooth connects easy and has a steady signal.  The touch screen isn’t perfect but is generally good at being responsive.  The internal speaker is as loud or a tad louder than most cell phones.  The aux out Jack and cable are handy.<br /><br />Trust you found this review honest and helpful:-),positive,positive
B099QV2KQH,3.0,"It could be me but I just found this to be substandard.  The concept looks good but the soundbar just doesn't see secure, its tilting forward just a bit.  It may be me or the shape of bottom of the soundbar.  Not sure what the problem is to be honest.",positive,negative
B0B46BJJXK,4.0,"I prefer trackballs like this one to regular mice, and I like the fact that this one is bigger than average so I decided to give it a try. So far I am pleased with it, though it isn't perfect.<br /><br />DELUX is not a brand with which I was previously familiar so I wasn't sure what to expect. My requirements are fairly simple - it has to work with a dongle and it needs to work under both Linux and Windows. It definitely meets both of those requirements nicely and it has not given me any issues. I usually do not use mice with Bluetooth connections so this feature, while useful for connecting to multiple systems, is wasted on me. The dongle, however, is immediately picked up by the Linux kernel as well as by Windows and I was able to plug this in and go with no delays and no effort.<br /><br />This is indeed a larger trackball and it fits my hands wonderfully. I have the hands of a gorilla and finding mice and trackballs that fit me is a challenge and I usually end up settling for something that is less than ideal for me. In this case, the trackball feels good in my hands and there is no strain on my thumbs as I don't have to stretch my hand in weird ways to reach the ball properly.<br /><br />Other reviewers have mentioned that this trackball tends to skip. I have not observed this issue, though I have not had it long and I have not tried to use it with the computer more than a foot away. I also have not tried connecting via Bluetooth, which is when I have had troubles in the past with pointing devices.<br /><br />One thing that would have made this trackball better would have been quiet clicking of the buttons. This is not a quiet device in use, and after using a more quiet trackball it is quite noticeable.<br /><br />One important oversight is that it does not come with a battery. It takes a single AA battery, and I expected one in the box. Every other non-rechargeable pointing device I have purchased has come with a battery in the package. I am not sure why the decision was made to not include one here.<br /><br />This is a nice trackball and I will be using it quite a bit, particularly on my Linux system. It's a good size for me and so far it has worked well. It would have been nice if it was quieter when clicking, and I don't know why there was no battery in the package, but these are smaller issues. I'm pleased with this trackball.",positive,positive
B00I59VBH4,5.0,Great device for people who have invested a lot of money in nice speakers and sound systems but are not Bluetooth capable. Perfect for playing music from phones and tablets. No problems connecting and setting up.,positive,positive
B09LK7TRYV,4.0,"Most of the headphones with which I have worked have been active noise canceling (ANC) phones so I know a lot about those, but I also have other headphones too that I like. I was unaware that 3M even had headphones, and I was also unsure what their ""Quiet Space"" was all about. It's an interesting solution that works fairly well. Overall, these are good phones, though there's one area that could use some slight improvement and that's the sound profile.<br /><br />These are over-the-ear phones and they are actually quite comfortable. I like how they feel on my head - they fit snugly and I can tilt my head without losing these phones, but they don't clamp down super tight either.<br /><br />Build-wise, these are more substantial than the price suggests. I like the size adjustment in particular which is designed to last and should not fatigue with use.<br /><br />I powered these on and they quickly paired and connected to my laptop. The range is good and I was able to walk a fair distance away without losing the connection or having the sound get crackly or having it skip. With no feed coming to them they eventually powered themselves off, saving battery but potentially frustrating the wearer if this is unexpected.<br /><br />Just putting these on I was surprised by the amount of noise isolation. Without even turning these on they drastically reduced the ambient noise in the room, even effectively blocking out the sound of a running fan. I have had very few headphones that have as effective sound isolation as these, and that's a huge plus right out of the gate. The Quiet Space function adds to this, but not like ANC phones - it injects white noise into the cans so all you hear is a gentle but constant hiss that overrides most other noises. It's not deathly quiet with these on, but you won't hear most other sounds in the area when they're producing white noise. This is a very different approach to sound cancellation and it works.<br /><br />The sound profile is the one area where these phones could use a little improvement, though these are not terrible and are better than some big-name phones I have used. The bass is not overdriven but it is not muted either, and this is refreshing since most manufacturers overdrive the bass. The highs are clear, though not shrill. The midrange, however, is flat to the point that music can sound slightly hollow. It's an easy fix with an equalizer and is better than one particular big-name manufacturer's similar flaw.<br /><br />I like these phones and will be working with them more. They take a different approach to dealing with ambient noise and surrounding distractions than what ANC phones use, and they seem to work well. They're well made, comfortable and reasonably priced.",positive,positive
B01N4OXWYN,4.0,"Good product. I got this so I could listen to music on my PC at work. When I first tried using it, the sound was a bit odd. Like tin. The ear buds that I was using sounded fine on their own. But I changed out the ear buds and the sound was better. So there was just something strange about that particular cord and earbud combo.",positive,negative
B00BXCDOH0,5.0,"Before this stand, I used another Fellowes one for my laptop at home, and it proved its worth--for a while. However, with my new desk setup, I needed something which I could use while changing the height and angle of my laptop screen in a way the old stand simply couldn't. I have a Unicomp keyboard and Logitech mouse which I prefer using, and my ""home"" laptop needed a better stand.<br />Enter this Lift.<br /><br />I've seen many angled laptop stands, and that's what I had in mind when I wanted to switch my old one out. Plus, my old one was better suited for the monitor at work, so I wanted to take that when I had the chance. Finally, I had the opportunity to get an angled one, so I jumped on it.<br /><br />I'm not using this stand with my laptop by itself. I'm using it as a supplemental to ""lift"" it up with my home desktop setup being my keyboard and mouse. For that, the stand works marvelously. The angle and height are just about right; I no longer have to arch my neck uncomfortably forward. Plus, I can take my old stand to work and finally have proper posture there too.<br />I can't see using this by itself. My hands would quickly become painfully uncomfortable. Heck, I can't stand using keyboards with their built-in mini stands. I honestly don't know why they're there; the angle cramps my wrists very fast.<br /><br />So for my use, I think the stand is great. There's even some empty real estate near the back to put things under, and it seems sturdy enough overall. It's currently holding my Toshiba 17"" Windows PC, which is snugly fit.",positive,positive
B00I054WFQ,5.0,"(SEE END FOR UPDATED COMPARISON TO SAMSUNG GALAXY 4)<br />I have ready many reviews on tablets, and have found most of them to be why a certain tablet is better than another to the nth degree with all kinds of technical jargon which really just pits one expert against another.  As a person who tutors people who are not technologically savvy, I am going to review this tablet from the point of view of someone who has not had one before and whether or not this is a good choice if you want to get one.<br /><br />I have been told by several business people and those who claim to be very tech savvy that they have gotten rid of their laptops except for occasional spreadsheet work in their offices or at home.  Can you get rid of your laptop by getting a tablet like this?  Let's take a look.<br /><br />WHAT IS THIS TABLET LIKE?<br />SIDE SWITCHES<br />This tablet is around the size of an ipad mini or a Kindle.  The on off switch is on the upper right hand side (with screen facing you) and below it is a rocker switch just below the power switch.  There is a space between the two buttons which will allow for elastic bands should you want to get a case for it that has them.  That will make it so that the tablet will not be turned on and off by accident.  The power button has to be pushed and held for a moment before the unit turns on.<br /><br />SCREEN<br />The tablet screen is shiny which can be annoying, but that is the nature of the beast.<br />The touch sensitivity is excellent- I did not find any problems with response time or lag.<br />The orientation changing when you turn the screen around is also well set.  It works nicely and is not overly sensitive.<br /><br />INPUT<br />To input into the tablet, you have a choice to either type or speak what you want the tablet to do.  I have to say that this tablet responds very well to either set of input.  After working with several i-pads, my daughter constantly raves about how this Acer tablet is superior in the way it responds to input with the microphone than the i-pads are.  I have not had any problem with typing into this tablet beyond what I normally do on any unit.  The microphone occasionally mistypes a word, but it is not nearly as bad as I expected it to.<br /><br />Response time of the tablet is excellent.  I am quite impressed with how quickly it responds to input without lag or difficulty.<br /><br />APPS<br />I have put a few apps on this unit which tend to be popular with tablet users.  Sketchbook Pro is one of those apps.  I really like it.  The response time is good, and the app seems to work well on this tablet.  I also love the radio app which allows you to listen to radio stations in the area or around the country.  With a case that folds into a stand, it is a great panel to use in a room where you want to listen to the radio.<br /><br />Quite a few apps that come in the tablet already are handy and easy to use.  The screen is quite intuitive and easy to use.<br /><br />INTERNET USAGE<br />This tablet is wi-fi accessible to the internet which means that you can not go out in no-man's land to use it like you can an android phone, but you have to be near a wi-fi station to use it.<br /><br />The wi-fi response time is excellent- although it does occasionally lag when the signals get weak- something that all wi-fi units will do.<br /><br />Android is a Google engine so everything you do will be monitored by Google or you will be using something they have designed to get where you want to go.  You can find other ways to purchase apps if you don't like the Google store, however, such as Amazon.<br /><br />This tablet comes with McAfee virus scan which is not a huge deal, but I am not sure how to replace that yet, should I desire to do so.<br /><br />CAMERA<br />I am not a big advocate of phone and tablet cameras.  This one has a decent camera to use on the back, and an adequate camera on the front of the camera to use for Skype which is pretty much all you need.  If you want a really nice camera, buy one.  For quick pictures to capture something you want to show someone, then this will be fine.<br /><br />PROS<br />Easy to hold<br />Screen responsive<br />Speech recognition works well<br />Good fast performance<br />Boots up quickly<br />Clear screen makes reading books nice<br />Good colors for photos on the screen (better than laptops)<br />Power button hard to accidentally turn on or off<br />Learning is pretty intuitive for first time users<br /><br />CONS<br />Wi-fi only<br />Not as easy to use as laptop for extensive typing<br />Can be a bit clumsy to use at times (the nature of tablets)<br />Start up literature is a bit underwhelming for first time users<br /><br />THE BOTTOM LINE<br /><br />CAN YOU GET RID OF YOUR LAPTOP?<br />Can you get rid of your laptop to substitute this tablet?  My answer would be no.<br /><br />Even if all you did was go on the internet to wander through web sites, using a tablet is a bit cumbersome if you want to do any kind of extensive writing.  If you use the microphone, it will probably be pretty accurate, but you will still have to use the keyboard to correct what is used.<br /><br />For occasional internet usage, watching videos, movies, and reading books, this tablet is fabulous.  I think it works beautifully.  I would say that it is just as nice as other more expensive tablets and you will invest a lot less money in it.<br /><br />If you want a tablet and do not want to pay a fortune for it, this is the way to go.  The Acer Iconia A1-830 is an excellent value and I use mine a lot.  I just could not substitute it completely for my laptop.  I prefer to have a choice in my browser, features, and fine tuning or replacement of parts should I desire to do so.<br /><br />I do find that having the tablet helps a lot when I want to quickly do something on the internet and don't want to boot up my laptop.  This tablet is pretty quick and I like it.  If you are a tech fanatic and have to have the biggest and best, you might find fault with this tablet, however.  It is worth a test run in any case.<br /><br />UPDATE 3/4/2015  SAMSUNG GALAXY 4 (8 inch) vs ACER ICONIA A1-830<br />I have had quite a chance to get to know this tablet over time and also to use a Samsung Galaxy 4 8 inch tablet in comparison both on its own and with a keyboard.  After working with both tablets, I have to say that I still prefer the Acer over the Samsung and here is why:<br /><br />-Acer has slightly smaller screen area, but is easier to work on<br />-Acer has the return and menu buttons incorporated into the screen instead of on the side so it rotates with screen<br />-Acer surface is less shiny and has less glare<br />-Performance of Acer is the same as the Samsung in terms of speed<br />-Wifi of Acer is as good as the Samsung<br />-keyboard of Acer is much easier to use than Samsung (the one in the screen)<br />-set up of the Acer is much easier and user friendly<br />-voice commands on Acer works MUCH better than on the Samsung<br />-Samsung speaker is a bit nicer than Acer, but I use a bluetooth speaker for best sound anyway.<br />-Samsung battery does last a bit longer than the Acer, but the frustrations of the Samsung still make me prefer the Acer.<br /><br />All in all, I have to say that I have tried to honestly look at both tablets and give them a fair comparison and I still like the Acer better.  The price is better and the ease of use is better too.  The microphone on the Acer seems much more responsive than the Samsung.  The screen of the Samsung is a bit more dense in terms of pixels and color perhaps, but the glare is more annoying.  I also get very irritated at the side buttons on the Samsung.  They are static (stay put) and when the tablet is on its side, it is way too easy to hit a button that screws up what I am trying to do on the Samsung.  This is especially true when I am trying to type something and is VERY frustrating.<br /><br />There is one thing about the Samsung that I really wish the Acer had and that is longer battery time.  The Samsung does run a little longer than the Acer without having to recharge.  The speaker on the Samsung is a bit nicer, but with my portable bluetooth speaker as my main source of listening, I don't find that to be a problem for me.<br /><br />So, after time and the chance to use the Acer and the Samsung so I could compare them, I still really like the Acer tablet better.  Because I do a lot of graphics work and computer work, I still would not get rid of my laptop or desktop, but I do save a lot of time using this tablet when I want to look up quick information and cruise the internet.<br /><br />UPDATE March 2016<br />I wanted to take a moment to update you concerning this device.<br /><br />As time has gone on I have enjoyed using the Acer Iconia A1-830 very much.  It is a nice tablet for an affordable price.<br /><br />HAVE I HAD PROBLEMS?<br />A few.<br />-tablet went nuts as if a baby were in charge of it and had five Redbull drinks first.  I rebooted and cleared out some programs and all was fine.<br /><br />-I could not move my information from my device to my PC- this was solved, but it has taken a lot of research, effort and time.  The support at the Acer site is rather pitiful to be honest.  That is one thing that I will say about this, is compared to Samsung, Acer does not support their devices as well as they should, but then again, the price is a lot less too.<br /><br />IS THIS STILL WORKING?<br />Yes., I use it daily and it still is working.  I keep the HD less than 60% full as I do with most devices as they tend to work best that way.  I find that it connects via wi-fi at times when other devices in the house do not.  I also find that the battery wears down a lot less quickly if I turn off location and even wi-fi if I don't need it.<br /><br />NO UPGRADE PAST KIT-KAT 4.4.2<br />There will be no upgrades to Lollipop or beyond, so if you want a more modern unit, then try for something new.<br /><br />MY REVIEW STANDS<br />I now have a Samsung Galaxy Tab S2 that I am using and it of course passes the Acer by a mile, but then again, it is a much more expensive machine too.",positive,positive
B08HJ9JZ3M,5.0,I can now use my favorite headphones with my new phone!,positive,negative
B07GNVRNTB,5.0,"Let me preface with a little about me. I'm a 50 something woman who mainly uses headphones while on the treadmill (walking not running) or when traveling. I'm not an audiophile by any means. I absolutely love these headphones! These are the first Bluetooth headphones that I have used personally. It was quick and easy to connect with the Bluetooth. It also comes with a cable so you can connect it to your phone or device that way if you prefer, or if you don't have Bluetooth. The ear cups are really comfortable. The noise reduction seem really good, especially when compared to the earbuds that I was using before this. I am very pleased with how nice the sound quality is. For my purposes, it's excellent! I saw my husband admiring these and I made sure to let him know that these are MINE! We'll see how that goes!",positive,positive
B004CYKEBK,5.0,"Sitting in a hotel room now... there is an iHome twin speaker/alarm clock/iPhone docking station on the night stand.  I compared the Altec with the iHome and the Altec is a better, fuller sound.  This is a good speaker and very nice to travel with.",positive,positive
B00A3RVNXI,5.0,Great headphones. I loved them. Totally happy with them. Sound is perfect. they are very confortable also. They look very stylish.,positive,positive
B009ZIILLI,5.0,"Works great for my Windows PC at work which doesn't have Bluetooth. I use it in conjunction with [[ASIN:B01M2ZOLLP FOCUSPOWER F10 Mini Bluetooth Earbud Smallest Wireless Invisible Headphone with 6 Hour Playtime Car Headset with Mic for iPhone and Android Smart Phones(One Pcs)]] and it transmits great. It's super tiny and unobtrusive. I have not used it for transmitting files, only music and video streaming.",positive,positive
B084T4HT6H,5.0,"You know those kids walking around with Air Pods, well, i have officially became that with these. I live in noise neighborhood(downtown seattle), so I do everything to get a decent sleep.<br /><br />These are not noise canceling earbuds but they have good seal so it does block great amount of noise.<br /><br />What about when you go outside and needs to be aware of surroundings? There's ambient mode which works like hearing aids.<br /><br />Its not the loudest, but its enough.  I guarantee you. I had Jay bird X4, and I ditched them for these. I had beats, which is louder but I love comfort of these.<br /><br />Of battery life? Top notch. Since I got it, I haven't ran into situations where I'm music less. Of course I usually have my case charges and put my earbuds when not in use, but some says, I would have them in for at least 4 - 5 hours. I sometimes charge one earbud and use the other, so if one does run low on battery, I can just swap them out.",positive,positive
B005N8W1MO,4.0,"I got these on sale for under $30. Love them. but I admit I hesitate to expect a long, healthy life for them. They sound genuinely excellent (unbelievably good for the price!) and are actually very comfortable (love the fabric for the ear pieces), but the cord is super-thin and flimsy-feeling. Unless it is a lot stronger then it looks & feels, I fully expect to accidentally get up one day with it plugged into my PC and accidentally rip it out of the headphones (at this price point you do not get removeable cords). This cord is only about 1.5mm in diameter and does not inspire confidence. Cord length is fine for most uses, despite other reviews stating the contrary--it's shortish, but at about 5' it's fine for me--I use it either sitting stationary, or connected to a device I am holding or carrying in my pocket. If these headphones had a tougher/removable cord, I would be perfectly happy. Note: Sennheiser really does conquer all--these were $26 (I think) and sound better than anything else I have tried lately (including Beats--terrible), including many sets costing much, much more.",positive,negative
B0BFQKRZ1L,5.0,"Traveling with kids- x1 always forgets, loses, damage or misplaces cord to charge their device- causing total crisis mode! Ha.. motherhood in the century of technology!! Luxtudes electronic travel case is a solution to allow “one system to rule them all.” The hard exterior protects from damage to cords in transit. A layered design doubles internal space to hold ample items. We packed: wall butts, iPhone cords, x1 AirPod, x2 headphones, x2 battery boosts, speaker for x4 kiddos and myself!!!<br /><br />Best yet, with roomy space the size is quite small and unpretentious, easy to slip into carry-on and TSA check no prob! The bonus.. as one’s batteries run low I’ve got whatever needed at arms reach- in x1 place.. AmAziNg!! Interior elastic straps, pockets/pouches + movable walls hold content secure- keeping a “jack in the box” of tangle from popping out when opened! Reinforced handle lets you carry with confidence.. A total solution I’d recommend without hesitation. Hoping info helps decision- stay safe everyone.",positive,positive
B07G3653DF,5.0,"I have an older (2009) BOSE SPEAKER. I needed to convert it to Bluetooth.<br />Ordered this. I simply plugged it in to the docking station, carefully! There are fragile pins to take care of.",positive,negative
B07TC6SJ4Z,5.0,"This projector is just the one I've been looking for! All the functions are so compacted into this small projector, it is light weight (only 1.92KG) which allows me to bring it to different places for movie nights and the sound quality is so great that I do not need a external speaker!<br /><br />For the attachment picture I used my phone to project and the pixel is still very high. This quality exceed my expectations. I purchased this product because my old projector broke and this is like a total upgrade for me.",positive,positive
B07G9Y3ZMC,1.0,"Could not get this to work with my other speakers in the house and you know who I can’t say now because she’ll be yelling. Yes can I help you? But you have to buy two of these to get stereo out of instead of using your existing, which is quite odd and I’m not spending $400 for speakers so in my opinion unless you’re rich and can afford two of these don’t buy them.",negative,negative
B08W276RLR,5.0,I needed this for my workshop in order to mount along my shelving unit allowing me to leave certain things plugged in all the time while still providing ample plugs for powered tools - it has ended up working very well.<br /><br />I mounted this to my heavy duty steel shelving which was in the best location for me to utilize the plugs for my battery chargers and have the maximum mobility as I work with other power tools.<br /><br />I have tested the surge protection claims and they check out - tripping exactly as they should.  Often similar products will test accurately when new yet fail my tests at the 1 or 3 month mark but this unit has continued to pass every test.<br /><br />The only thing I would prefer is if the power cord was 10 feet rather than 6 which would allow for more flexibility in placement.<br /><br />After thoroughly testing my conclusion is this is really an outstanding product that I definitely recommend.,positive,positive
B0001FTVEA,4.0,"I love these headphones for late night television watching while my husband is asleep.<br />I can walk around and even leave the room while wearing them. This is the third pair of<br />headphones that I've owned now, although the others were more expensive. Both of the others developed sound problems and ""stretched out"", making it difficult to keep them on my head! This time I decided to buy an inexpensive, used (refurbished) pair, with the idea in mind that if I have the same problem with these, I'll just toss them out and buy another pair!",positive,negative
B0024R4B5C,4.0,"The trick with this antenna is not getting frustrated with moving it around and pointing it in the right direction. I mounted mine on the hand rail of my apartment balcony, second floor and now receive all local channels 4-68. Channel 68 being about 45 miles away. All are received in full green in windows media center, without using a preamp.<br /><br />Previously I had it mounted under and bolted to the 3rd floor balcony to try and keep it out of sight. Reception was iffy on 4 favorite channels.  I then moved it to its' present location with the idea that the antennas footprint is considerably smaller than all the satellite dishes mounted on balconies throughout the complex. The mounting bracket and pole that come with it, are the same type satellite dishes use, Very strong and versatile. You will need to buy some good bolts, I used 4, 5/16"" x 1- 1/2"" Galvanized Lag and flat washers, I predrilled 3/16"" pilot holes first. I just thought I'd mention that for those not fastener savvy.<br /><br />I would guess the antenna mount alone is worth 1/3rd of the entire antenna cost. Recommend a good quad shield coaxial cable with the thick, sollid copper wire. A shorter run is better if possible. I only have about 12 feet to my PC/TV.<br /><br />Once I figured out how to mount this antenna correctly, a month ago, I haven't had to adjust it.",positive,negative
B001EYU3L2,5.0,"These were purchased for my elderly mother to use with her Kindle. Fantastic result, she can hear the audio book more clearly than with the other headphones I had for her. Really eliminates the outside noise so she can focus on her book.",positive,positive
B007P4VOWC,5.0,"I really enjoy my samsung tab2 7.  I watch a lot of videos, read a large amount of ebooks and also listen to audiobooks.  Its great outside, even in the sun.  I get a great deal of use out of it when I wake up during the night.  I can read a book without turning on the light and since I also got a very nice holder which rotates it makes it easy to watch videos or read in bed. Worth every penny!!  Its great when I just finish a book and can find more by the author and instantly buy it and have it on my galaxy or on my Iphone. I love this technology and it works great with amazons kindle ebooks and audiobooks.  If I am reading a book on one device it lets me know where I left off reading on the other device that is awesome!",positive,positive
B076VKQVK3,5.0,"I like this at least as much as the Performance MX, but it would have been nice if Logitech included support for its previous devices in the new software. Having software for my previous Logitech devices as well as the software for this seems unnecessary. They all use the same receiver.",positive,negative
